2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,1,-,371
1,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,1,2,-,288
2,1,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0,3,1,-,923
1,3,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,0,1,2,-,751
2,1,0,2,3,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,3,0,-,2735
0,3,0,2,3,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,3,0,0,1,2,-,1774
2,1,0,0,3,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,3,0,0,3,0,-,643
0,3,0,0,3,1,0,0,0,3,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,0,0,0,2,-,6881
2,0,0,0,3,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,1,0,3,0,0,3,0,0,3,0,-,1346
0,3,0,0,3,0,0,3,0,2,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,0,0,1,0,-,2503
0,1,0,0,3,0,0,2,0,0,0,0,0,1,3,2,0,0,0,0,1,1,2,0,0,0,2,0,3,0,0,0,0,0,3,0,-,309
0,3,3,0,0,0,0,3,0,2,0,0,0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,-,28
0,0,0,0,3,0,0,2,0,0,0,0,0,1,1,2,0,0,0,0,1,1,2,0,0,0,2,0,3,0,3,0,0,0,3,0,-,174
0,3,0,0,0,3,0,3,2,2,0,0,0,3,1,1,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,-,134
0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,2,0,0,0,0,1,1,3,0,0,0,3,2,3,0,0,0,0,0,3,0,-,88
2,1,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,2,-,370
2,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,1,0,2,-,347
2,0,1,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,1,3,0,2,-,1136
2,0,3,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,2,1,0,2,-,1355
2,0,1,2,3,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3,0,2,-,3054
2,0,3,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,0,1,0,2,-,970
2,0,1,0,3,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,3,0,0,-,711
0,0,3,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,3,0,0,0,0,2,1,0,2,-,1300
2,0,1,2,0,0,0,0,3,0,1,0,0,0,3,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,1,3,0,0,0,0,-,925
0,0,0,0,3,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,2,3,0,2,-,1237
2,0,3,2,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,3,0,0,0,0,-,308
0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,2,3,0,0,0,2,0,1,0,0,0,1,0,3,0,2,-,3159
2,0,3,3,1,0,0,0,1,0,2,0,0,0,3,2,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-,318
0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,1,3,0,0,0,2,0,1,0,0,2,0,3,3,0,2,-,366
2,0,3,3,0,2,0,0,1,0,2,0,0,0,3,1,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,891
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,1,3,0,0,0,2,0,1,0,0,0,3,2,3,0,2,-,2786
2,0,3,2,3,0,0,0,1,0,2,0,0,0,1,1,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,891
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,0,0,1,2,0,1,0,2,0,1,0,0,0,3,0,3,0,2,-,2979
2,0,3,0,3,0,0,3,1,0,2,0,1,0,2,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,2665
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,1,2,0,1,0,2,0,1,3,0,0,1,0,3,0,2,-,4941
2,0,3,0,1,0,0,3,1,0,2,0,1,0,3,1,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-,436
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,1,3,0,1,0,2,0,1,1,0,0,3,0,3,0,2,-,1331
2,0,3,0,3,0,0,1,1,0,3,0,1,0,3,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,601
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,1,3,0,1,0,2,0,1,1,0,0,3,0,3,0,3,-,1194
3,0,3,0,3,0,0,1,1,0,2,0,2,0,3,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-,3262
0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,3,0,2,0,2,0,1,1,0,0,3,0,0,0,3,-,12
